Date de l'épisode;Origine;Polluant;Région;Département;Seuil dépassé
24/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
23/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
23/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
22/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
21/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
20/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
19/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
18/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
14/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
12/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
08/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
06/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
04/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
03/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
28/11/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
22/03/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
30/01/2016;CONSTAT;NO2;RHONE-ALPES;HAUTE-SAVOIE;200 µg/m³ / 1h
24/01/2016;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
28/01/2017;CONSTAT;PM10;RHONE-ALPES;DROME;50 µg/m³ / 24h
28/01/2017;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
28/01/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
29/01/2017;CONSTAT;PM10;CHAMPAGNE-ARDENNE;MARNE;50 µg/m³ / 24h
05/02/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
06/02/2017;CONSTAT;PM10;MARTINIQUE;MARTINIQUE;50 µg/m³ / 24h
07/02/2017;CONSTAT;PM10;CENTRE;EURE-ET-LOIR;50 µg/m³ / 24h
08/02/2017;CONSTAT;PM10;LORRAINE;MEURTHE-ET-MOSELLE;50 µg/m³ / 24h
10/02/2017;CONSTAT;PM10;ALSACE;BAS-RHIN;50 µg/m³ / 24h
10/02/2017;CONSTAT;PM10;BASSE-NORMANDIE;CALVADOS;50 µg/m³ / 24h
10/02/2017;CONSTAT;PM10;FRANCHE-COMTE;DOUBS;50 µg/m³ / 24h
11/02/2017;CONSTAT;PM10;CHAMPAGNE-ARDENNE;AUBE;50 µg/m³ / 24h
31/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
23/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
21/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
20/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
18/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
15/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
14/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
09/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
07/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
05/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
04/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
03/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
30/11/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
03/09/2016;CONSTAT;SO2;RHONE-ALPES;ISERE;300 µg/m³ / 1h
24/08/2016;CONSTAT;O3;RHONE-ALPES;ISERE;
24/06/2016;CONSTAT;O3;RHONE-ALPES;ISERE;180 µg/m³ / 1h
22/03/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
21/03/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
22/02/2016;CONSTAT;PM10;RHONE-ALPES;ISERE;50 µg/m³ / 24h
12/02/2017;CONSTAT;PM10;FRANCHE-COMTE;TERRITOIRE DE BELFORT;50 µg/m³ / 24h
14/02/2017;CONSTAT;NO2;BRETAGNE;MORBIHAN;200 µg/m³ / 1h
14/02/2017;CONSTAT;PM10;FRANCHE-COMTE;DOUBS;50 µg/m³ / 24h
14/02/2017;CONSTAT;PM10;LORRAINE;MEURTHE-ET-MOSELLE;50 µg/m³ / 24h
14/02/2017;CONSTAT;PM10;MIDI-PYRENEES;HAUTES-PYRENEES;50 µg/m³ / 24h
14/02/2017;CONSTAT;PM10;RHONE-ALPES;HAUTE-SAVOIE;50 µg/m³ / 24h
14/02/2017;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
22/02/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
14/12/2016;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
07/12/2016;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
22/03/2016;CONSTAT;PM10;RHONE-ALPES;LOIRE;
20/03/2016;CONSTAT;PM10;RHONE-ALPES;LOIRE;50 µg/m³ / 24h
02/03/2017;CONSTAT;PM10;AQUITAINE;PYRENEES-ATLANTIQUES;50 µg/m³ / 24h
06/03/2017;CONSTAT;PM10;GUYANE;GUYANE;80 µg/m³ / 24h
07/03/2017;CONSTAT;PM10;POITOU-CHARENTES;CHARENTE;50 µg/m³ / 24h
10/03/2017;CONSTAT;PM10;CHAMPAGNE-ARDENNE;AUBE;50 µg/m³ / 24h
15/03/2017;CONSTAT;PM10;LANGUEDOC-ROUSSILLON;HERAULT;50 µg/m³ / 24h
16/03/2017;CONSTAT;PM10;BRETAGNE;COTES-D'ARMOR;50 µg/m³ / 24h
17/03/2017;CONSTAT;PM10;NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;50 µg/m³ / 24h
26/03/2017;CONSTAT;PM10;NORD-PAS-DE-CALAIS;NORD;50 µg/m³ / 24h
27/03/2017;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;80 µg/m³ / 24h
27/03/2017;CONSTAT;PM10;MARTINIQUE;MARTINIQUE;50 µg/m³ / 24h
02/04/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
03/04/2017;CONSTAT;PM10;GUYANE;GUYANE;80 µg/m³ / 24h
31/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
16/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
14/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;80 µg/m³ / 24h
09/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
07/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
05/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
04/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
03/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
30/11/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
24/08/2016;CONSTAT;O3;RHONE-ALPES;RHONE;180 µg/m³ / 1h
10/06/2016;CONSTAT;O3;RHONE-ALPES;RHONE;180 µg/m³ / 1h
22/03/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;
20/03/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
19/02/2016;CONSTAT;PM10;RHONE-ALPES;RHONE;50 µg/m³ / 24h
05/04/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
08/04/2017;CONSTAT;SO2;RHONE-ALPES;ISERE;300 µg/m³ / 1h
12/04/2017;CONSTAT;PM10;NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;50 µg/m³ / 24h
04/05/2017;CONSTAT;PM10;NORD-PAS-DE-CALAIS;NORD;50 µg/m³ / 24h
11/05/2017;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
11/05/2017;CONSTAT;PM10;MARTINIQUE;MARTINIQUE;50 µg/m³ / 24h
13/05/2017;CONSTAT;PM10;GUADELOUPE;GUADELOUPE;50 µg/m³ / 24h
14/05/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
15/05/2017;CONSTAT;PM10;GUYANE;GUYANE;50 µg/m³ / 24h
30/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;
23/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
21/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
20/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
19/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
17/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;
16/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
14/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
13/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
12/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
10/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
09/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
06/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
05/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
03/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
02/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
01/12/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
22/03/2016;CONSTAT;PM10;RHONE-ALPES;SAVOIE;50 µg/m³ / 24h
