date;heure;RUR-SE;AUT;VITRY;NEUIL;AUB;EIFF3
04/10/2016;7;2;4;3;2;2;5
04/10/2016;8;2;2;3;2;1;6
04/10/2016;9;2;1;4;2;1;7
04/10/2016;10;2;1;5;2;1;7
04/10/2016;11;2;1;4;2;2;8
04/10/2016;12;2;0;4;n/d;2;9
04/10/2016;13;1;0;4;n/d;1;10
04/10/2016;14;1;0;4;1;1;10
04/10/2016;15;1;1;4;1;1;5
04/10/2016;16;1;0;4;1;1;1
04/10/2016;17;1;0;3;1;2;1
04/10/2016;18;2;0;3;1;1;1
04/10/2016;19;2;0;3;1;1;1
04/10/2016;20;2;0;3;1;1;1
04/10/2016;21;2;0;3;1;1;1
04/10/2016;22;2;0;3;0;1;1
04/10/2016;23;2;0;3;0;1;1
04/10/2016;24;2;0;3;1;1;5
05/10/2016;1;1;0;1;1;0;0
05/10/2016;2;2;0;1;1;0;0
05/10/2016;3;2;0;1;1;0;0
05/10/2016;4;2;0;1;1;0;0
05/10/2016;5;2;0;1;1;0;0
05/10/2016;6;2;1;1;1;0;0
05/10/2016;7;2;2;1;1;0;0
05/10/2016;8;2;2;1;1;0;0
05/10/2016;9;2;1;1;1;0;0
05/10/2016;10;2;1;1;1;n/d;1
05/10/2016;11;2;1;1;1;n/d;2
05/10/2016;12;2;1;1;1;1;3
05/10/2016;13;2;1;1;1;1;3
05/10/2016;14;2;2;1;1;0;n/d
05/10/2016;15;2;1;1;1;0;n/d
05/10/2016;16;2;2;1;1;1;n/d
05/10/2016;17;2;1;1;1;0;n/d
05/10/2016;18;2;2;0;0;0;n/d
05/10/2016;19;2;1;0;0;0;n/d
05/10/2016;20;2;0;0;0;0;n/d
05/10/2016;21;2;0;0;0;0;n/d
05/10/2016;22;2;0;0;0;0;0
05/10/2016;23;2;0;0;0;0;0
05/10/2016;24;2;0;0;0;0;0
06/10/2016;1;2;0;4;1;2;0
06/10/2016;2;2;0;3;0;2;0
06/10/2016;3;2;0;3;0;2;0
06/10/2016;4;2;0;3;1;2;0
06/10/2016;5;2;2;3;1;2;0
06/10/2016;6;2;2;3;1;2;0
06/10/2016;7;2;2;3;1;2;0
06/10/2016;8;2;3;3;1;3;0
06/10/2016;9;2;3;3;1;2;0
06/10/2016;10;2;2;3;1;2;0
06/10/2016;11;2;2;3;1;2;0
06/10/2016;12;2;1;3;1;2;1
06/10/2016;13;2;2;3;1;2;1
06/10/2016;14;2;2;3;1;2;3
06/10/2016;15;1;1;3;1;2;3
06/10/2016;16;1;1;3;1;2;3
06/10/2016;17;1;0;3;1;2;3
06/10/2016;18;1;0;3;1;2;3
06/10/2016;19;1;1;3;1;2;2
06/10/2016;20;2;1;3;1;2;3
06/10/2016;21;1;1;3;1;2;3
06/10/2016;22;1;1;3;1;2;3
06/10/2016;23;1;0;3;1;2;2
06/10/2016;24;2;0;3;1;2;1
07/10/2016;1;2;0;1;1;3;0
07/10/2016;2;2;0;1;0;3;0
07/10/2016;3;1;0;1;1;3;0
07/10/2016;4;1;1;1;1;3;0
07/10/2016;5;1;1;1;1;3;0
07/10/2016;6;1;2;1;1;3;0
07/10/2016;7;2;2;1;1;3;0
07/10/2016;8;2;2;1;1;3;0
07/10/2016;9;2;1;1;1;3;0
07/10/2016;10;2;2;1;1;3;0
07/10/2016;11;2;1;1;1;4;0
07/10/2016;12;2;2;2;1;3;0
07/10/2016;13;2;1;2;1;3;1
07/10/2016;14;2;1;2;1;3;1
07/10/2016;15;2;1;2;1;3;1
07/10/2016;16;2;0;2;1;3;1
07/10/2016;17;1;0;1;1;3;1
07/10/2016;18;2;0;2;1;4;1
07/10/2016;19;2;1;2;1;3;1
07/10/2016;20;2;1;2;1;3;1
07/10/2016;21;2;1;2;1;3;1
07/10/2016;22;2;0;1;1;3;0
07/10/2016;23;2;0;2;1;3;0
07/10/2016;24;3;0;2;1;3;0
08/10/2016;1;4;0;2;1;0;1
08/10/2016;2;3;0;2;1;0;0
08/10/2016;3;2;0;3;1;0;0
08/10/2016;4;2;1;3;1;0;0
08/10/2016;5;2;0;3;1;0;0
08/10/2016;6;2;0;3;1;0;0
08/10/2016;7;2;1;4;1;0;0
08/10/2016;8;2;1;5;1;0;0
08/10/2016;9;2;1;5;2;0;0
08/10/2016;10;2;2;6;2;0;0
08/10/2016;11;2;2;6;2;1;1
08/10/2016;12;3;2;6;2;1;2
08/10/2016;13;2;2;5;2;0;2
08/10/2016;14;2;2;4;3;0;n/d
08/10/2016;15;2;1;5;2;0;n/d
08/10/2016;16;2;1;4;2;0;n/d
08/10/2016;17;2;1;4;1;0;n/d
08/10/2016;18;2;0;3;2;0;n/d
08/10/2016;19;2;0;4;2;0;n/d
08/10/2016;20;1;0;3;2;0;n/d
08/10/2016;21;1;0;3;1;0;n/d
08/10/2016;22;1;0;4;1;0;n/d
08/10/2016;23;1;0;4;2;0;n/d
08/10/2016;24;1;1;3;2;0;n/d
09/10/2016;1;1;1;2;2;1;1
09/10/2016;2;1;2;1;2;1;1
09/10/2016;3;1;0;1;2;1;1
09/10/2016;4;1;1;1;2;1;1
09/10/2016;5;1;0;1;2;1;0
09/10/2016;6;1;1;1;1;1;0
09/10/2016;7;1;1;1;2;1;0
09/10/2016;8;1;0;3;2;1;0
09/10/2016;9;2;2;7;3;2;1
09/10/2016;10;2;2;7;3;2;2
09/10/2016;11;2;3;4;3;5;1
09/10/2016;12;4;2;3;3;5;1
09/10/2016;13;4;1;3;3;3;1
09/10/2016;14;3;1;2;3;3;1
09/10/2016;15;2;1;2;2;3;1
09/10/2016;16;2;1;2;2;3;1
09/10/2016;17;2;1;2;2;2;0
09/10/2016;18;2;1;2;2;2;0
09/10/2016;19;2;2;1;3;2;0
09/10/2016;20;2;2;1;2;3;0
09/10/2016;21;1;4;1;2;3;0
09/10/2016;22;2;3;0;2;2;0
09/10/2016;23;1;2;1;2;2;0
09/10/2016;24;1;1;0;2;2;0
10/10/2016;1;1;0;3;2;4;0
10/10/2016;2;1;0;3;2;4;0
10/10/2016;3;1;1;3;2;4;0
10/10/2016;4;1;2;3;1;4;0
10/10/2016;5;1;5;3;1;5;0
10/10/2016;6;1;6;4;2;6;0
10/10/2016;7;1;5;5;2;7;0
10/10/2016;8;1;3;5;3;6;0
10/10/2016;9;1;3;6;3;6;0
10/10/2016;10;3;4;6;3;6;0
10/10/2016;11;3;2;5;2;6;0
10/10/2016;12;2;2;5;2;5;0
10/10/2016;13;2;2;4;2;5;1
10/10/2016;14;2;2;4;2;5;1
10/10/2016;15;2;1;4;1;4;0
10/10/2016;16;2;2;3;1;3;0
10/10/2016;17;2;1;3;1;3;0
10/10/2016;18;2;1;3;1;3;0
10/10/2016;19;2;2;3;1;3;0
10/10/2016;20;2;2;4;1;3;0
10/10/2016;21;2;1;4;1;3;0
10/10/2016;22;1;1;4;1;3;0
10/10/2016;23;2;0;3;1;3;0
10/10/2016;24;2;0;3;1;3;0
11/10/2016;1;2;0;2;0;2;1
11/10/2016;2;2;0;2;0;2;0
11/10/2016;3;2;0;2;0;2;0
11/10/2016;4;2;1;2;0;2;0
11/10/2016;5;2;1;2;0;2;0
11/10/2016;6;2;0;2;0;2;2
11/10/2016;7;2;1;2;0;2;4
11/10/2016;8;2;1;2;1;2;4
11/10/2016;9;2;2;2;1;2;5
11/10/2016;10;2;5;3;2;2;5
11/10/2016;11;2;7;3;4;3;5
11/10/2016;12;2;5;3;3;4;6
11/10/2016;13;3;2;3;2;3;8
11/10/2016;14;2;2;3;2;3;3
11/10/2016;15;3;1;4;2;3;1
11/10/2016;16;2;1;3;2;3;1
11/10/2016;17;3;1;3;2;3;1
11/10/2016;18;2;1;3;2;3;1
11/10/2016;19;2;1;3;2;4;1
11/10/2016;20;1;1;2;2;3;1
11/10/2016;21;2;1;3;2;3;1
11/10/2016;22;2;1;2;2;2;1
11/10/2016;23;1;1;2;2;3;1
11/10/2016;24;1;1;2;1;3;4
12/10/2016;1;1;0;1;2;3;2
12/10/2016;2;2;0;1;2;3;1
12/10/2016;3;2;0;1;2;2;1
12/10/2016;4;1;1;1;2;2;0
12/10/2016;5;1;2;1;2;3;0
12/10/2016;6;1;2;1;2;3;0
12/10/2016;7;1;2;1;3;3;0
12/10/2016;8;1;2;2;3;3;0
12/10/2016;9;1;3;2;3;4;1
12/10/2016;10;2;4;2;3;4;2
12/10/2016;11;2;3;2;3;6;3
12/10/2016;12;2;4;2;5;6;5
12/10/2016;13;2;5;3;5;6;6
12/10/2016;14;2;3;2;4;5;5
12/10/2016;15;2;3;2;3;5;0
12/10/2016;16;2;3;2;3;5;0
12/10/2016;17;2;2;2;3;4;0
12/10/2016;18;2;2;2;3;4;0
12/10/2016;19;2;1;2;3;3;0
12/10/2016;20;2;1;1;3;4;0
12/10/2016;21;2;1;1;2;3;0
12/10/2016;22;2;1;1;2;3;0
12/10/2016;23;2;0;1;2;3;0
12/10/2016;24;2;0;1;2;3;1
13/10/2016;1;2;0;2;1;0;0
13/10/2016;2;2;0;2;1;0;0
13/10/2016;3;2;0;2;1;0;0
13/10/2016;4;1;1;1;1;0;0
13/10/2016;5;1;2;2;2;1;n/d
13/10/2016;6;1;2;2;2;1;n/d
13/10/2016;7;2;2;2;2;1;n/d
13/10/2016;8;2;3;2;2;1;n/d
13/10/2016;9;2;2;2;2;1;0
13/10/2016;10;2;3;2;2;1;0
13/10/2016;11;2;2;2;2;1;0
13/10/2016;12;n/d;2;2;2;1;0
13/10/2016;13;1;1;2;2;1;0
13/10/2016;14;1;2;2;2;1;0
13/10/2016;15;1;1;2;2;0;0
13/10/2016;16;1;1;2;2;1;0
13/10/2016;17;1;1;2;2;0;0
13/10/2016;18;1;1;2;2;0;0
13/10/2016;19;1;1;2;2;0;0
13/10/2016;20;1;0;2;2;0;0
13/10/2016;21;1;0;2;1;0;0
13/10/2016;22;1;0;2;1;0;0
13/10/2016;23;1;0;2;1;0;n/d
13/10/2016;24;1;0;2;1;0;n/d
14/10/2016;1;1;0;1;1;0;0
14/10/2016;2;1;0;1;1;0;0
14/10/2016;3;1;0;1;1;0;0
14/10/2016;4;1;0;2;1;0;0
14/10/2016;5;1;3;2;2;0;1
14/10/2016;6;1;2;2;2;0;1
14/10/2016;7;1;2;2;2;0;2
14/10/2016;8;1;1;2;2;0;2
14/10/2016;9;1;2;2;2;0;2
14/10/2016;10;1;2;2;2;0;3
14/10/2016;11;1;2;2;2;0;3
14/10/2016;12;1;1;2;2;0;3
14/10/2016;13;1;1;2;2;0;4
14/10/2016;14;1;1;2;2;0;4
14/10/2016;15;1;1;2;2;0;4
14/10/2016;16;1;0;2;2;0;4
14/10/2016;17;1;0;2;1;0;4
14/10/2016;18;1;0;3;1;0;4
14/10/2016;19;1;0;3;1;0;4
14/10/2016;20;1;1;3;1;0;4
14/10/2016;21;1;1;3;1;0;4
14/10/2016;22;1;1;3;1;0;4
14/10/2016;23;1;1;3;1;0;2
14/10/2016;24;1;0;3;1;0;2
15/10/2016;1;1;0;0;0;1;1
15/10/2016;2;1;0;0;0;1;0
15/10/2016;3;1;0;0;0;1;0
15/10/2016;4;1;0;1;0;1;0
15/10/2016;5;1;0;1;0;1;0
15/10/2016;6;1;0;1;0;1;n/d
15/10/2016;7;1;0;0;0;1;0
15/10/2016;8;1;0;0;0;1;1
15/10/2016;9;1;0;1;0;1;0
15/10/2016;10;1;0;1;0;1;0
15/10/2016;11;1;0;1;0;2;0
15/10/2016;12;1;0;2;0;2;0
15/10/2016;13;1;0;2;1;2;0
15/10/2016;14;1;0;2;1;2;0
15/10/2016;15;1;0;2;1;2;1
15/10/2016;16;1;0;2;1;2;1
15/10/2016;17;1;0;2;1;2;0
15/10/2016;18;1;0;2;1;1;0
15/10/2016;19;1;0;2;1;2;0
15/10/2016;20;1;0;2;1;2;0
15/10/2016;21;1;0;2;1;2;0
15/10/2016;22;1;0;2;1;2;0
15/10/2016;23;1;0;2;1;2;0
15/10/2016;24;1;0;2;1;2;0
16/10/2016;1;1;0;2;1;2;2
16/10/2016;2;1;0;1;1;2;3
16/10/2016;3;1;0;2;1;3;4
16/10/2016;4;1;0;2;1;2;4
16/10/2016;5;1;0;1;2;2;4
16/10/2016;6;1;0;1;1;3;4
16/10/2016;7;1;0;1;1;2;4
16/10/2016;8;1;0;1;1;3;5
16/10/2016;9;1;0;2;1;3;5
16/10/2016;10;1;0;2;2;2;5
16/10/2016;11;1;0;2;2;3;5
16/10/2016;12;1;0;2;2;3;5
16/10/2016;13;1;0;2;2;3;6
16/10/2016;14;1;0;2;2;3;2
16/10/2016;15;1;0;2;2;3;0
16/10/2016;16;1;0;2;2;3;n/d
16/10/2016;17;1;1;2;2;3;0
16/10/2016;18;1;0;2;2;3;0
16/10/2016;19;1;1;2;2;3;0
16/10/2016;20;1;0;2;2;3;0
16/10/2016;21;1;0;2;2;3;0
16/10/2016;22;1;0;2;1;2;0
16/10/2016;23;1;0;2;1;2;2
16/10/2016;24;1;0;2;1;2;4
17/10/2016;1;1;0;1;1;n/d;0
17/10/2016;2;1;0;1;0;n/d;1
17/10/2016;3;1;0;1;0;0;1
17/10/2016;4;1;1;1;1;n/d;1
17/10/2016;5;1;2;2;1;n/d;0
17/10/2016;6;1;0;2;1;0;0
17/10/2016;7;1;n/d;2;1;0;n/d
17/10/2016;8;1;2;1;1;0;1
17/10/2016;9;1;1;1;1;0;0
17/10/2016;10;1;1;1;1;0;1
17/10/2016;11;1;0;1;1;0;0
17/10/2016;12;1;0;2;1;0;0
17/10/2016;13;1;n/d;2;1;0;1
17/10/2016;14;1;n/d;2;1;0;2
17/10/2016;15;1;0;2;1;n/d;3
17/10/2016;16;1;0;2;1;n/d;n/d
17/10/2016;17;1;1;2;1;0;n/d
17/10/2016;18;1;2;2;2;n/d;n/d
17/10/2016;19;1;2;2;2;0;n/d
17/10/2016;20;1;2;2;2;0;n/d
17/10/2016;21;1;1;2;2;0;n/d
17/10/2016;22;1;0;2;1;0;n/d
17/10/2016;23;1;0;2;1;0;n/d
17/10/2016;24;1;0;2;1;0;n/d
18/10/2016;1;1;0;2;0;1;0
18/10/2016;2;1;0;2;1;1;0
18/10/2016;3;1;1;2;0;1;1
18/10/2016;4;1;1;2;0;1;0
18/10/2016;5;1;2;2;1;1;0
18/10/2016;6;1;3;2;1;2;0
18/10/2016;7;1;3;2;1;1;0
18/10/2016;8;1;3;2;1;2;4
18/10/2016;9;1;2;2;1;2;6
18/10/2016;10;1;1;2;1;1;7
18/10/2016;11;1;0;2;1;1;7
18/10/2016;12;2;0;2;1;1;7
18/10/2016;13;2;0;2;1;1;7
18/10/2016;14;2;0;2;1;1;7
18/10/2016;15;1;0;2;1;1;7
18/10/2016;16;1;0;2;0;1;6
18/10/2016;17;2;0;2;0;1;5
18/10/2016;18;1;0;2;0;1;5
18/10/2016;19;1;0;2;0;1;4
18/10/2016;20;1;0;2;0;1;4
18/10/2016;21;1;0;2;0;1;4
18/10/2016;22;1;0;2;0;1;6
18/10/2016;23;1;0;2;0;1;6
18/10/2016;24;1;0;2;0;1;5
19/10/2016;1;1;0;1;1;0;0
19/10/2016;2;1;0;1;1;0;0
19/10/2016;3;1;0;1;1;0;0
19/10/2016;4;1;0;1;1;0;0
19/10/2016;5;1;2;1;1;0;1
19/10/2016;6;1;2;1;1;0;1
19/10/2016;7;1;2;1;1;0;2
19/10/2016;8;1;2;1;1;0;2
19/10/2016;9;1;1;1;1;0;2
19/10/2016;10;1;1;1;1;0;n/d
19/10/2016;11;1;1;1;1;0;n/d
19/10/2016;12;1;1;1;1;0;1
19/10/2016;13;2;1;2;2;0;1
19/10/2016;14;2;0;1;1;0;1
19/10/2016;15;1;0;1;1;0;1
19/10/2016;16;1;1;1;1;0;2
19/10/2016;17;1;1;1;1;0;3
19/10/2016;18;1;0;1;1;0;3
19/10/2016;19;1;0;1;1;0;3
19/10/2016;20;1;1;1;1;0;3
19/10/2016;21;1;1;0;1;0;3
19/10/2016;22;1;1;1;1;0;3
19/10/2016;23;1;0;1;1;0;2
19/10/2016;24;1;0;1;1;0;2
20/10/2016;1;1;0;2;1;1;0
20/10/2016;2;1;0;2;1;2;1
20/10/2016;3;1;0;2;1;2;0
20/10/2016;4;1;0;2;1;2;0
20/10/2016;5;1;1;2;1;3;1
20/10/2016;6;1;1;2;1;3;1
20/10/2016;7;1;1;2;1;3;1
20/10/2016;8;1;1;2;1;2;0
20/10/2016;9;1;1;2;2;2;1
20/10/2016;10;1;0;2;2;2;1
20/10/2016;11;1;0;2;1;n/d;2
20/10/2016;12;1;0;2;2;n/d;3
20/10/2016;13;1;0;2;1;3;3
20/10/2016;14;2;0;2;1;2;3
20/10/2016;15;1;0;2;1;3;3
20/10/2016;16;1;1;2;1;2;3
20/10/2016;17;1;1;2;2;2;3
20/10/2016;18;1;1;2;1;2;2
20/10/2016;19;1;0;2;1;2;2
20/10/2016;20;1;0;2;1;2;2
20/10/2016;21;1;1;2;1;2;2
20/10/2016;22;1;0;2;1;2;2
20/10/2016;23;1;0;2;1;2;2
20/10/2016;24;1;0;2;1;2;2
21/10/2016;1;1;0;2;1;2;0
21/10/2016;2;1;0;2;1;2;0
21/10/2016;3;1;0;2;1;2;0
21/10/2016;4;1;1;2;1;2;0
21/10/2016;5;1;2;2;2;2;0
21/10/2016;6;1;2;2;3;2;0
21/10/2016;7;1;2;3;4;2;0
21/10/2016;8;1;2;2;3;3;0
21/10/2016;9;1;1;2;2;3;0
21/10/2016;10;1;1;2;2;2;0
21/10/2016;11;1;0;3;2;2;0
21/10/2016;12;1;0;3;2;2;1
21/10/2016;13;1;0;3;2;2;2
21/10/2016;14;1;1;3;2;3;1
21/10/2016;15;1;1;3;2;3;n/d
21/10/2016;16;1;1;2;2;3;n/d
21/10/2016;17;2;1;3;2;3;n/d
21/10/2016;18;1;1;3;2;3;n/d
21/10/2016;19;1;0;3;2;3;n/d
21/10/2016;20;1;1;2;2;2;n/d
21/10/2016;21;1;1;3;2;3;n/d
21/10/2016;22;1;1;2;2;2;n/d
21/10/2016;23;1;1;2;2;2;n/d
21/10/2016;24;1;1;2;2;2;n/d
22/10/2016;1;1;0;2;2;0;0
22/10/2016;2;1;0;2;2;0;0
22/10/2016;3;1;0;2;1;0;0
22/10/2016;4;1;0;2;1;0;0
22/10/2016;5;2;1;2;2;1;1
22/10/2016;6;2;1;2;2;1;4
22/10/2016;7;1;1;2;2;1;6
22/10/2016;8;2;1;2;2;1;6
22/10/2016;9;2;1;1;2;1;6
22/10/2016;10;1;2;2;2;1;7
22/10/2016;11;2;2;2;3;1;8
22/10/2016;12;1;3;2;4;1;9
22/10/2016;13;2;1;3;4;1;10
22/10/2016;14;2;1;2;3;0;3
22/10/2016;15;2;1;2;3;1;1
22/10/2016;16;2;1;2;3;0;1
22/10/2016;17;1;0;1;3;1;1
22/10/2016;18;1;0;0;2;0;1
22/10/2016;19;1;0;1;2;1;0
22/10/2016;20;1;3;1;2;1;0
22/10/2016;21;1;3;2;2;1;1
22/10/2016;22;1;3;2;2;1;1
22/10/2016;23;1;1;1;2;1;4
22/10/2016;24;1;0;2;2;0;3
23/10/2016;1;1;0;2;1;1;0
23/10/2016;2;1;0;2;1;1;0
23/10/2016;3;1;0;2;1;1;0
23/10/2016;4;1;0;2;0;1;0
23/10/2016;5;1;0;2;0;1;0
23/10/2016;6;1;0;0;0;0;0
23/10/2016;7;1;0;0;1;1;0
23/10/2016;8;1;0;0;0;1;0
23/10/2016;9;1;0;2;1;1;1
23/10/2016;10;1;0;3;1;1;2
23/10/2016;11;1;0;2;1;1;3
23/10/2016;12;1;0;2;1;1;3
23/10/2016;13;2;0;2;1;1;5
23/10/2016;14;1;1;2;1;1;5
23/10/2016;15;1;0;2;1;1;5
23/10/2016;16;1;0;2;1;1;4
23/10/2016;17;1;0;2;0;1;3
23/10/2016;18;1;0;2;0;0;2
23/10/2016;19;1;0;2;0;1;1
23/10/2016;20;1;0;2;1;1;0
23/10/2016;21;1;0;2;1;1;0
23/10/2016;22;1;0;2;0;1;0
23/10/2016;23;1;0;2;0;1;1
23/10/2016;24;1;0;2;0;1;1
24/10/2016;1;1;0;0;1;1;0
24/10/2016;2;1;0;0;1;1;0
24/10/2016;3;1;0;0;1;1;0
24/10/2016;4;1;0;0;1;1;1
24/10/2016;5;1;1;0;1;1;1
24/10/2016;6;1;2;1;1;3;1
24/10/2016;7;1;1;0;1;3;1
24/10/2016;8;1;2;1;1;3;1
24/10/2016;9;1;2;1;2;4;2
24/10/2016;10;1;2;1;2;3;2
24/10/2016;11;1;1;1;2;4;2
24/10/2016;12;1;2;1;1;4;2
24/10/2016;13;1;2;1;1;5;2
24/10/2016;14;1;3;1;1;4;2
24/10/2016;15;1;1;1;1;4;3
24/10/2016;16;1;1;1;1;4;3
24/10/2016;17;1;2;1;1;5;3
24/10/2016;18;1;1;1;1;4;2
24/10/2016;19;1;1;2;1;4;2
24/10/2016;20;1;2;2;2;5;3
24/10/2016;21;1;2;2;2;5;3
24/10/2016;22;1;1;1;2;4;2
24/10/2016;23;1;1;1;2;4;2
24/10/2016;24;1;0;2;2;5;2
25/10/2016;1;1;0;0;0;3;0
25/10/2016;2;1;0;0;0;2;0
25/10/2016;3;1;0;0;0;3;0
25/10/2016;4;1;0;0;0;3;1
25/10/2016;5;1;0;1;0;3;1
25/10/2016;6;1;2;1;0;3;1
25/10/2016;7;1;1;1;0;2;1
25/10/2016;8;1;0;1;1;1;1
25/10/2016;9;1;1;0;1;2;0
25/10/2016;10;1;1;1;1;2;0
25/10/2016;11;1;1;0;1;1;0
25/10/2016;12;1;0;0;1;1;0
25/10/2016;13;1;0;1;1;1;0
25/10/2016;14;1;1;1;1;1;1
25/10/2016;15;1;1;1;1;2;1
25/10/2016;16;1;0;1;1;2;0
25/10/2016;17;1;0;1;1;1;0
25/10/2016;18;1;0;2;1;1;0
25/10/2016;19;1;1;2;1;1;1
25/10/2016;20;1;1;1;1;0;1
25/10/2016;21;1;0;1;1;0;1
25/10/2016;22;1;0;1;2;0;1
25/10/2016;23;1;0;1;2;0;1
25/10/2016;24;1;0;1;2;0;1
26/10/2016;1;1;0;2;2;1;1
26/10/2016;2;1;0;2;1;1;1
26/10/2016;3;1;0;2;1;1;0
26/10/2016;4;1;1;2;1;1;0
26/10/2016;5;1;1;2;1;1;0
26/10/2016;6;1;0;2;1;2;0
26/10/2016;7;1;1;2;1;1;0
26/10/2016;8;1;1;2;1;2;0
26/10/2016;9;1;1;2;1;2;0
26/10/2016;10;1;1;3;n/d;2;1
26/10/2016;11;1;1;3;n/d;2;1
26/10/2016;12;1;1;3;n/d;2;2
26/10/2016;13;1;1;n/d;n/d;2;3
26/10/2016;14;1;0;n/d;n/d;2;1
26/10/2016;15;1;0;2;n/d;1;n/d
26/10/2016;16;1;0;2;n/d;2;n/d
26/10/2016;17;1;1;2;n/d;2;n/d
26/10/2016;18;1;2;1;n/d;2;n/d
26/10/2016;19;2;3;2;n/d;4;n/d
26/10/2016;20;2;2;2;n/d;3;n/d
26/10/2016;21;2;3;2;n/d;3;n/d
26/10/2016;22;1;2;1;n/d;2;n/d
26/10/2016;23;1;1;2;n/d;2;n/d
26/10/2016;24;1;1;2;n/d;2;n/d
27/10/2016;1;1;0;2;0;1;0
27/10/2016;2;1;0;2;1;1;0
27/10/2016;3;2;1;2;1;1;0
27/10/2016;4;2;1;2;1;2;2
27/10/2016;5;1;1;2;1;2;5
27/10/2016;6;2;2;2;1;3;5
27/10/2016;7;2;2;2;1;4;5
27/10/2016;8;2;3;2;1;3;5
27/10/2016;9;2;3;2;1;5;6
27/10/2016;10;2;3;2;1;5;7
27/10/2016;11;2;2;2;1;5;8
27/10/2016;12;2;2;3;2;4;8
27/10/2016;13;2;1;3;2;3;3
27/10/2016;14;2;1;2;2;3;2
27/10/2016;15;2;1;3;1;3;1
27/10/2016;16;2;1;3;1;4;1
27/10/2016;17;2;2;2;1;4;1
27/10/2016;18;1;1;2;1;3;1
27/10/2016;19;1;0;2;2;3;1
27/10/2016;20;2;0;2;2;3;0
27/10/2016;21;2;0;2;1;2;3
27/10/2016;22;2;1;2;1;3;4
27/10/2016;23;2;1;2;1;2;4
27/10/2016;24;2;0;2;1;3;5
28/10/2016;1;2;1;1;1;0;0
28/10/2016;2;2;0;1;0;0;0
28/10/2016;3;2;1;2;1;0;0
