date;heure;RUR-SE;AUT;VITRY;NEUIL;AUB;EIFF3
28/10/2016;4;2;2;1;1;1;0
28/10/2016;5;2;3;1;1;3;0
28/10/2016;6;2;4;3;0;2;0
28/10/2016;7;2;5;2;1;4;0
28/10/2016;8;2;4;2;1;5;0
28/10/2016;9;2;3;3;1;5;1
28/10/2016;10;2;3;3;1;2;2
28/10/2016;11;2;3;3;1;1;2
28/10/2016;12;2;1;3;1;1;3
28/10/2016;13;2;0;2;1;0;3
28/10/2016;14;2;0;2;1;0;3
28/10/2016;15;2;1;2;1;0;3
28/10/2016;16;2;0;2;1;0;n/d
28/10/2016;17;2;0;2;1;0;n/d
28/10/2016;18;2;0;2;1;0;n/d
28/10/2016;19;1;0;2;1;0;n/d
28/10/2016;20;2;0;1;1;0;n/d
28/10/2016;21;1;0;2;1;0;n/d
28/10/2016;22;1;0;1;1;0;n/d
28/10/2016;23;1;0;1;1;0;n/d
28/10/2016;24;1;0;1;1;0;n/d
29/10/2016;1;1;0;2;1;n/d;0
29/10/2016;2;1;0;2;1;n/d;0
29/10/2016;3;2;0;2;1;n/d;0
29/10/2016;4;2;0;2;1;n/d;0
29/10/2016;5;1;0;3;1;n/d;1
29/10/2016;6;1;0;2;1;n/d;4
29/10/2016;7;1;0;3;1;n/d;4
29/10/2016;8;1;0;2;1;n/d;4
29/10/2016;9;1;0;2;1;n/d;4
29/10/2016;10;2;0;2;1;n/d;4
29/10/2016;11;1;0;3;1;n/d;4
29/10/2016;12;1;0;3;1;n/d;4
29/10/2016;13;1;0;3;1;n/d;5
29/10/2016;14;1;0;3;1;n/d;5
29/10/2016;15;1;0;3;1;n/d;5
29/10/2016;16;1;0;3;1;n/d;5
29/10/2016;17;1;0;3;1;n/d;5
29/10/2016;18;2;0;3;1;0;5
29/10/2016;19;1;1;3;1;0;5
29/10/2016;20;1;1;3;1;0;5
29/10/2016;21;1;1;3;1;0;5
29/10/2016;22;1;0;3;1;0;5
29/10/2016;23;1;0;3;1;0;6
29/10/2016;24;1;0;3;1;0;6
30/10/2016;1;1;1;0;1;0;0
30/10/2016;2;1;1;0;1;n/d;0
30/10/2016;3;1;0;0;1;0;0
30/10/2016;4;1;0;0;1;0;0
30/10/2016;5;1;0;0;1;0;0
30/10/2016;6;1;0;0;1;0;n/d
30/10/2016;7;1;0;0;1;0;n/d
30/10/2016;8;1;0;0;1;0;n/d
30/10/2016;9;1;0;0;1;0;0
30/10/2016;10;1;0;0;1;0;0
30/10/2016;11;2;1;0;2;0;0
30/10/2016;12;2;0;0;2;0;1
30/10/2016;13;2;0;0;2;0;2
30/10/2016;14;2;1;0;4;0;2
30/10/2016;15;2;2;0;5;0;n/d
30/10/2016;16;2;1;0;5;0;n/d
30/10/2016;17;2;1;0;5;0;n/d
30/10/2016;18;1;0;0;3;0;n/d
30/10/2016;19;1;0;0;3;0;n/d
30/10/2016;20;1;1;0;2;0;n/d
30/10/2016;21;1;0;0;2;0;n/d
30/10/2016;22;1;0;0;2;0;n/d
30/10/2016;23;1;0;0;2;0;n/d
30/10/2016;24;1;1;0;2;0;n/d
31/10/2016;1;1;0;2;1;0;3
31/10/2016;2;1;0;2;1;0;2
31/10/2016;3;1;0;1;1;0;3
31/10/2016;4;1;0;2;1;0;2
31/10/2016;5;1;1;2;1;0;2
31/10/2016;6;1;2;2;1;0;2
31/10/2016;7;1;2;2;1;0;1
31/10/2016;8;1;2;2;2;1;2
31/10/2016;9;1;2;3;1;1;2
31/10/2016;10;2;2;3;2;1;3
31/10/2016;11;2;2;2;2;1;3
31/10/2016;12;2;2;2;2;0;5
31/10/2016;13;2;1;2;2;0;6
31/10/2016;14;2;2;2;2;0;1
31/10/2016;15;2;1;2;3;0;0
31/10/2016;16;2;1;2;4;0;0
31/10/2016;17;1;1;2;4;0;0
31/10/2016;18;1;0;2;2;0;0
31/10/2016;19;1;0;2;2;0;0
31/10/2016;20;1;0;2;2;0;0
31/10/2016;21;1;1;2;1;1;0
31/10/2016;22;2;0;2;1;0;0
31/10/2016;23;1;0;2;1;0;0
31/10/2016;24;1;1;2;1;1;n/d
01/11/2016;1;2;1;0;1;1;3
01/11/2016;2;1;1;0;1;1;4
01/11/2016;3;1;1;0;1;1;5
01/11/2016;4;1;1;0;1;0;5
01/11/2016;5;1;1;0;1;1;6
01/11/2016;6;2;1;0;1;0;6
01/11/2016;7;2;1;0;1;1;5
01/11/2016;8;1;1;0;1;1;7
01/11/2016;9;1;0;1;1;1;7
01/11/2016;10;1;0;2;1;1;8
01/11/2016;11;1;1;2;2;2;9
01/11/2016;12;1;2;4;3;2;10
01/11/2016;13;2;1;2;2;2;7
01/11/2016;14;2;1;2;2;2;3
01/11/2016;15;2;1;1;2;2;3
01/11/2016;16;2;1;1;2;2;2
01/11/2016;17;1;1;1;2;2;2
01/11/2016;18;2;1;0;2;2;1
01/11/2016;19;1;3;0;2;4;2
01/11/2016;20;2;4;0;2;6;2
01/11/2016;21;2;3;0;2;4;2
01/11/2016;22;2;2;1;1;4;1
01/11/2016;23;1;1;1;1;2;1
01/11/2016;24;1;1;1;1;2;1
02/11/2016;1;2;0;3;2;1;0
02/11/2016;2;2;0;2;1;1;0
02/11/2016;3;2;0;2;1;1;0
02/11/2016;4;2;0;2;1;1;0
02/11/2016;5;2;0;2;2;1;0
02/11/2016;6;2;1;2;2;1;0
02/11/2016;7;2;1;3;2;2;0
02/11/2016;8;2;1;3;2;1;0
02/11/2016;9;2;1;3;2;2;0
02/11/2016;10;2;1;3;2;2;n/d
02/11/2016;11;2;n/d;4;2;2;0
02/11/2016;12;2;0;3;2;2;0
02/11/2016;13;2;1;3;2;1;0
02/11/2016;14;2;0;2;1;2;0
02/11/2016;15;2;0;2;2;2;0
02/11/2016;16;2;0;2;2;1;0
02/11/2016;17;2;0;2;2;2;0
02/11/2016;18;2;0;1;2;1;0
02/11/2016;19;2;0;1;2;2;3
02/11/2016;20;2;2;1;2;2;4
02/11/2016;21;2;3;1;2;2;4
02/11/2016;22;2;2;1;2;2;5
02/11/2016;23;2;2;1;2;1;5
02/11/2016;24;1;1;0;1;1;5
03/11/2016;1;1;1;3;1;0;0
03/11/2016;2;1;0;3;1;1;0
03/11/2016;3;1;1;3;1;2;0
03/11/2016;4;1;2;3;1;1;0
03/11/2016;5;1;3;3;1;2;0
03/11/2016;6;1;5;3;2;2;0
03/11/2016;7;1;6;3;2;3;0
03/11/2016;8;1;4;5;2;5;0
03/11/2016;9;1;4;6;3;5;1
03/11/2016;10;1;4;8;3;5;2
03/11/2016;11;2;6;9;3;4;3
03/11/2016;12;2;4;5;3;n/d;3
03/11/2016;13;2;2;4;3;n/d;2
03/11/2016;14;2;2;3;3;n/d;2
03/11/2016;15;2;1;3;2;3;2
03/11/2016;16;2;0;3;1;3;1
03/11/2016;17;2;0;3;2;6;0
03/11/2016;18;2;0;3;2;6;0
03/11/2016;19;2;2;3;3;3;0
03/11/2016;20;2;3;3;2;3;n/d
03/11/2016;21;2;1;3;2;2;n/d
03/11/2016;22;2;0;2;1;1;n/d
03/11/2016;23;2;0;2;1;5;n/d
03/11/2016;24;2;0;1;1;3;n/d
04/11/2016;1;2;0;1;1;2;2
04/11/2016;2;2;0;2;1;1;6
04/11/2016;3;2;0;2;1;2;9
04/11/2016;4;2;0;1;1;2;10
04/11/2016;5;2;0;2;1;2;8
04/11/2016;6;2;2;2;2;2;7
04/11/2016;7;2;3;2;2;3;7
04/11/2016;8;2;2;2;2;3;8
04/11/2016;9;2;3;3;3;4;8
04/11/2016;10;2;3;3;3;4;7
04/11/2016;11;2;3;2;n/d;4;7
04/11/2016;12;2;2;2;n/d;3;8
04/11/2016;13;2;2;3;2;3;8
04/11/2016;14;2;0;2;2;3;7
04/11/2016;15;2;0;3;1;3;8
04/11/2016;16;2;0;2;1;1;8
04/11/2016;17;2;0;2;1;1;8
04/11/2016;18;2;0;2;1;1;8
04/11/2016;19;2;0;2;1;2;10
04/11/2016;20;2;0;2;1;2;9
04/11/2016;21;2;0;2;1;2;7
04/11/2016;22;2;0;2;1;1;6
04/11/2016;23;2;0;2;1;0;6
04/11/2016;24;2;0;2;1;0;5
05/11/2016;1;2;0;1;1;3;1
05/11/2016;2;2;0;2;1;3;3
05/11/2016;3;2;0;2;1;3;3
05/11/2016;4;2;0;2;1;3;1
05/11/2016;5;2;0;2;1;3;1
05/11/2016;6;2;0;1;1;3;2
05/11/2016;7;2;0;2;1;3;1
05/11/2016;8;2;0;2;1;3;1
05/11/2016;9;2;0;2;1;3;1
05/11/2016;10;2;1;2;1;4;1
05/11/2016;11;2;0;3;1;4;2
05/11/2016;12;2;0;3;1;3;3
05/11/2016;13;2;0;3;1;3;4
05/11/2016;14;2;0;2;1;3;5
05/11/2016;15;2;0;2;2;3;6
05/11/2016;16;2;1;2;2;3;5
05/11/2016;17;2;0;2;1;3;5
05/11/2016;18;2;1;2;1;3;5
05/11/2016;19;2;1;2;1;4;5
05/11/2016;20;2;1;2;1;3;4
05/11/2016;21;2;0;2;1;4;4
05/11/2016;22;2;0;2;1;3;4
05/11/2016;23;2;1;2;1;3;4
05/11/2016;24;2;1;2;1;4;4
06/11/2016;1;2;0;3;1;0;1
06/11/2016;2;2;0;3;1;0;1
06/11/2016;3;2;0;3;1;0;1
06/11/2016;4;2;0;3;1;0;1
06/11/2016;5;1;0;3;1;0;0
06/11/2016;6;1;0;2;1;0;0
06/11/2016;7;2;0;3;1;1;0
06/11/2016;8;2;1;4;1;1;0
06/11/2016;9;1;0;4;1;4;0
06/11/2016;10;1;0;4;1;2;1
06/11/2016;11;2;0;4;1;1;1
06/11/2016;12;2;0;4;1;2;1
06/11/2016;13;2;0;4;1;2;1
06/11/2016;14;2;0;4;1;0;2
06/11/2016;15;2;1;3;2;1;1
06/11/2016;16;2;1;4;1;1;1
06/11/2016;17;1;1;4;1;1;1
06/11/2016;18;1;1;3;1;1;1
06/11/2016;19;1;1;3;1;1;0
06/11/2016;20;1;1;2;1;1;0
06/11/2016;21;1;0;2;1;2;0
06/11/2016;22;1;0;2;1;1;0
06/11/2016;23;1;0;2;1;0;0
06/11/2016;24;1;0;2;1;0;0
07/11/2016;1;1;0;2;1;3;2
07/11/2016;2;1;0;1;1;3;2
07/11/2016;3;1;0;0;1;3;1
07/11/2016;4;1;0;0;1;2;0
07/11/2016;5;1;0;0;1;2;n/d
07/11/2016;6;1;2;0;1;2;n/d
07/11/2016;7;1;1;0;1;2;n/d
07/11/2016;8;1;1;1;1;3;n/d
07/11/2016;9;1;1;2;1;3;n/d
07/11/2016;10;1;0;1;1;3;n/d
07/11/2016;11;1;0;1;1;3;n/d
07/11/2016;12;n/d;0;1;1;3;n/d
07/11/2016;13;2;1;2;1;2;n/d
07/11/2016;14;2;2;2;1;2;n/d
07/11/2016;15;2;2;1;1;2;n/d
07/11/2016;16;2;1;2;1;2;n/d
07/11/2016;17;1;0;2;1;2;n/d
07/11/2016;18;2;0;2;1;2;n/d
07/11/2016;19;1;0;2;1;3;n/d
07/11/2016;20;1;0;2;1;3;n/d
07/11/2016;21;1;1;2;1;3;n/d
07/11/2016;22;1;1;2;1;3;n/d
07/11/2016;23;1;1;2;1;2;n/d
07/11/2016;24;1;0;1;1;2;0
08/11/2016;1;2;0;1;1;n/d;0
08/11/2016;2;1;0;1;1;0;0
08/11/2016;3;1;0;1;1;0;1
08/11/2016;4;1;0;1;1;0;1
08/11/2016;5;1;1;1;1;0;2
08/11/2016;6;1;5;1;1;0;2
08/11/2016;7;1;6;2;1;0;2
08/11/2016;8;1;5;3;2;0;1
08/11/2016;9;2;2;3;2;4;2
08/11/2016;10;2;3;2;2;4;3
08/11/2016;11;2;2;3;2;1;5
08/11/2016;12;2;3;2;2;2;6
08/11/2016;13;2;2;2;3;1;5
08/11/2016;14;2;2;2;3;1;4
08/11/2016;15;2;2;2;3;0;5
08/11/2016;16;2;1;2;2;0;5
08/11/2016;17;1;1;2;2;0;5
08/11/2016;18;1;1;2;2;0;5
08/11/2016;19;1;1;2;2;0;4
08/11/2016;20;1;1;2;2;0;5
08/11/2016;21;1;1;2;2;0;4
08/11/2016;22;1;0;1;2;0;2
08/11/2016;23;1;0;1;2;0;2
08/11/2016;24;1;0;1;1;0;4
09/11/2016;1;1;0;2;2;2;n/d
09/11/2016;2;1;0;2;2;2;n/d
09/11/2016;3;1;0;2;1;2;n/d
09/11/2016;4;1;0;2;1;2;0
09/11/2016;5;1;0;2;1;2;n/d
09/11/2016;6;1;0;2;1;2;0
09/11/2016;7;1;0;3;1;2;1
09/11/2016;8;1;1;2;1;2;2
09/11/2016;9;1;0;3;2;2;4
09/11/2016;10;1;0;3;2;2;4
09/11/2016;11;1;0;3;2;2;n/d
09/11/2016;12;1;0;3;1;1;n/d
09/11/2016;13;1;0;3;1;2;n/d
09/11/2016;14;1;0;4;1;3;n/d
09/11/2016;15;1;0;4;1;3;0
09/11/2016;16;1;0;4;2;5;0
09/11/2016;17;1;0;4;2;5;0
09/11/2016;18;2;0;4;2;2;0
09/11/2016;19;2;0;4;2;2;n/d
09/11/2016;20;2;0;4;2;2;0
09/11/2016;21;2;0;4;2;3;n/d
09/11/2016;22;1;0;4;2;2;0
09/11/2016;23;1;0;4;2;2;n/d
09/11/2016;24;1;0;4;2;2;n/d
10/11/2016;1;1;0;1;1;0;1
10/11/2016;2;1;0;1;1;0;1
10/11/2016;3;1;0;1;1;0;1
10/11/2016;4;1;0;1;1;0;1
10/11/2016;5;1;0;1;1;0;2
10/11/2016;6;1;2;1;1;0;1
10/11/2016;7;2;2;1;1;0;1
10/11/2016;8;1;2;1;1;0;0
10/11/2016;9;1;1;1;1;0;1
10/11/2016;10;1;2;1;1;0;1
10/11/2016;11;1;1;1;1;0;2
10/11/2016;12;1;1;1;1;0;2
10/11/2016;13;1;1;1;2;0;2
10/11/2016;14;1;1;1;2;0;2
10/11/2016;15;1;1;1;2;0;1
10/11/2016;16;1;1;2;2;0;1
10/11/2016;17;1;0;1;2;0;1
10/11/2016;18;1;0;2;2;0;1
10/11/2016;19;1;0;2;2;1;1
10/11/2016;20;1;0;2;1;1;2
10/11/2016;21;1;0;1;2;3;2
10/11/2016;22;1;0;2;1;1;1
10/11/2016;23;1;0;2;1;1;0
10/11/2016;24;1;0;2;1;3;0
11/11/2016;1;1;0;n/d;1;5;0
11/11/2016;2;1;0;1;1;3;0
11/11/2016;3;1;0;2;1;3;0
11/11/2016;4;1;0;1;1;1;0
11/11/2016;5;1;0;1;1;1;0
11/11/2016;6;2;0;1;1;1;n/d
11/11/2016;7;2;0;1;1;1;n/d
11/11/2016;8;1;0;1;1;1;n/d
11/11/2016;9;1;0;1;1;2;0
11/11/2016;10;1;0;1;1;2;0
11/11/2016;11;1;0;1;2;1;0
11/11/2016;12;1;0;2;2;2;0
11/11/2016;13;2;0;2;2;1;0
11/11/2016;14;2;0;1;2;1;1
11/11/2016;15;2;0;1;2;1;1
11/11/2016;16;2;1;1;2;1;1
11/11/2016;17;2;0;1;2;2;1
11/11/2016;18;2;1;1;2;1;2
11/11/2016;19;1;1;1;2;2;2
11/11/2016;20;1;1;0;2;2;2
11/11/2016;21;1;2;0;3;3;2
11/11/2016;22;1;2;0;3;3;2
11/11/2016;23;1;1;0;2;3;1
11/11/2016;24;1;0;0;2;2;0
12/11/2016;1;2;1;3;3;1;0
12/11/2016;2;2;1;3;2;1;0
12/11/2016;3;2;0;2;2;0;0
12/11/2016;4;2;0;2;3;0;0
12/11/2016;5;1;0;3;3;2;0
12/11/2016;6;2;0;2;3;0;0
12/11/2016;7;2;0;3;2;1;3
12/11/2016;8;2;1;2;2;0;4
12/11/2016;9;2;1;2;2;0;4
12/11/2016;10;2;1;2;3;0;7
12/11/2016;11;2;1;2;3;0;5
12/11/2016;12;2;1;2;3;0;0
12/11/2016;13;2;1;2;3;0;0
12/11/2016;14;2;0;2;2;0;n/d
12/11/2016;15;2;0;2;2;0;n/d
12/11/2016;16;1;0;1;2;0;0
12/11/2016;17;1;0;1;2;0;0
12/11/2016;18;1;0;1;2;0;1
12/11/2016;19;2;0;1;2;0;3
12/11/2016;20;2;0;1;2;0;3
12/11/2016;21;2;0;2;1;0;4
12/11/2016;22;1;0;2;1;0;3
12/11/2016;23;1;0;2;1;0;2
12/11/2016;24;1;0;2;1;0;4
13/11/2016;1;1;0;1;1;2;0
13/11/2016;2;1;0;1;1;1;0
13/11/2016;3;1;0;2;1;1;0
13/11/2016;4;1;0;2;1;1;0
13/11/2016;5;1;0;2;1;2;n/d
13/11/2016;6;1;0;2;1;1;n/d
13/11/2016;7;1;0;2;1;1;n/d
13/11/2016;8;1;0;2;1;2;n/d
13/11/2016;9;1;0;2;1;2;n/d
13/11/2016;10;1;0;2;1;2;n/d
13/11/2016;11;2;0;3;1;2;0
13/11/2016;12;1;1;3;1;2;0
13/11/2016;13;1;0;3;2;2;0
13/11/2016;14;1;0;3;2;2;0
13/11/2016;15;1;0;3;1;2;0
13/11/2016;16;2;0;3;2;1;0
13/11/2016;17;2;0;3;2;1;0
13/11/2016;18;1;0;3;2;2;0
13/11/2016;19;1;1;3;2;2;0
13/11/2016;20;1;0;3;2;2;0
13/11/2016;21;1;0;3;2;2;0
13/11/2016;22;1;0;3;2;2;0
13/11/2016;23;1;0;3;2;2;0
13/11/2016;24;1;0;3;2;2;0
14/11/2016;1;2;0;1;1;1;1
14/11/2016;2;1;0;1;1;0;1
14/11/2016;3;1;0;2;1;1;1
14/11/2016;4;1;0;1;1;1;1
14/11/2016;5;1;1;2;1;1;1
14/11/2016;6;1;1;2;1;1;1
14/11/2016;7;1;1;2;1;1;0
14/11/2016;8;1;2;2;2;1;0
14/11/2016;9;1;1;2;2;1;0
14/11/2016;10;2;1;2;2;1;0
14/11/2016;11;3;2;2;2;2;0
14/11/2016;12;3;2;2;2;2;0
14/11/2016;13;2;3;2;2;1;0
14/11/2016;14;2;3;2;2;2;1
14/11/2016;15;2;2;2;2;2;1
14/11/2016;16;1;3;2;2;3;1
14/11/2016;17;1;2;2;2;3;2
14/11/2016;18;1;1;2;2;3;3
14/11/2016;19;1;1;2;2;2;3
14/11/2016;20;1;1;1;2;3;3
14/11/2016;21;1;1;1;2;2;4
14/11/2016;22;2;0;1;1;2;3
14/11/2016;23;2;0;1;1;2;3
14/11/2016;24;1;0;1;1;1;2
15/11/2016;1;1;0;1;2;3;2
15/11/2016;2;1;0;2;2;3;2
15/11/2016;3;1;0;2;2;2;1
15/11/2016;4;1;0;1;2;3;0
15/11/2016;5;1;0;2;2;2;0
15/11/2016;6;1;1;2;2;3;0
15/11/2016;7;1;1;2;2;3;1
15/11/2016;8;1;1;2;2;4;1
15/11/2016;9;1;1;2;2;4;1
15/11/2016;10;1;1;2;2;4;1
15/11/2016;11;1;1;3;2;3;1
15/11/2016;12;1;1;3;2;3;1
15/11/2016;13;1;1;3;2;3;2
15/11/2016;14;1;1;3;3;3;2
15/11/2016;15;1;1;3;3;3;1
15/11/2016;16;1;1;3;2;3;1
15/11/2016;17;1;1;3;3;3;2
15/11/2016;18;1;0;3;3;3;1
15/11/2016;19;1;0;4;3;3;1
15/11/2016;20;1;0;4;3;3;1
15/11/2016;21;1;0;4;3;3;1
15/11/2016;22;1;0;4;2;3;1
15/11/2016;23;1;0;4;2;3;2
15/11/2016;24;1;0;4;2;3;3
16/11/2016;1;1;0;0;0;0;0
16/11/2016;2;1;0;0;1;0;0
16/11/2016;3;1;0;0;1;0;0
16/11/2016;4;1;0;0;1;0;0
16/11/2016;5;1;0;0;1;0;0
16/11/2016;6;1;2;1;1;0;0
16/11/2016;7;1;2;1;1;0;0
16/11/2016;8;1;2;1;1;1;0
16/11/2016;9;1;1;1;1;1;n/d
16/11/2016;10;1;1;1;1;0;n/d
16/11/2016;11;1;1;1;1;1;0
16/11/2016;12;1;0;1;1;1;0
16/11/2016;13;1;0;1;1;1;0
16/11/2016;14;1;0;2;1;1;0
16/11/2016;15;1;0;1;1;1;0
16/11/2016;16;1;0;1;1;0;0
16/11/2016;17;1;0;1;1;0;n/d
16/11/2016;18;1;0;1;1;0;n/d
16/11/2016;19;1;0;1;1;0;0
16/11/2016;20;1;0;1;1;1;n/d
16/11/2016;21;1;0;2;1;0;n/d
16/11/2016;22;1;0;2;1;0;n/d
16/11/2016;23;1;0;1;1;1;n/d
16/11/2016;24;1;0;2;1;0;n/d
17/11/2016;1;1;0;1;0;1;2
17/11/2016;2;1;0;1;0;1;2
17/11/2016;3;1;0;1;0;1;2
17/11/2016;4;1;0;1;0;1;3
17/11/2016;5;1;0;1;0;0;3
17/11/2016;6;1;0;1;1;1;2
17/11/2016;7;1;0;1;1;1;1
17/11/2016;8;1;0;1;1;1;1
17/11/2016;9;1;0;2;1;1;1
17/11/2016;10;1;n/d;2;1;1;2
17/11/2016;11;1;n/d;2;1;1;1
17/11/2016;12;1;0;2;1;1;3
17/11/2016;13;1;0;2;1;1;2
17/11/2016;14;1;0;2;1;1;2
17/11/2016;15;1;0;2;1;1;2
17/11/2016;16;1;0;2;1;1;3
17/11/2016;17;1;0;2;1;1;3
17/11/2016;18;1;0;2;1;1;3
17/11/2016;19;1;0;2;1;1;2
17/11/2016;20;1;0;2;1;1;3
17/11/2016;21;1;0;2;1;1;3
17/11/2016;22;1;0;2;0;1;3
17/11/2016;23;1;0;2;0;1;2
17/11/2016;24;1;0;2;0;1;2
18/11/2016;1;1;0;0;1;0;0
18/11/2016;2;1;0;0;1;0;0
18/11/2016;3;1;0;0;1;0;0
18/11/2016;4;1;0;0;1;0;0
18/11/2016;5;1;0;1;1;0;1
18/11/2016;6;1;1;0;1;0;0
18/11/2016;7;1;1;0;1;0;0
18/11/2016;8;1;1;0;1;0;0
18/11/2016;9;1;1;0;1;0;0
18/11/2016;10;1;0;0;1;0;0
18/11/2016;11;1;0;0;1;0;n/d
18/11/2016;12;1;0;0;2;0;0
18/11/2016;13;1;0;0;1;0;0
18/11/2016;14;1;0;0;2;0;0
18/11/2016;15;1;0;0;2;n/d;1
18/11/2016;16;1;0;0;2;0;0
18/11/2016;17;1;0;0;2;0;0
18/11/2016;18;1;0;0;1;0;0
18/11/2016;19;1;0;0;1;0;n/d
18/11/2016;20;1;0;0;1;0;n/d
18/11/2016;21;1;0;0;1;0;n/d
18/11/2016;22;1;0;0;1;0;n/d
18/11/2016;23;1;0;0;1;0;n/d
18/11/2016;24;1;0;0;1;0;n/d
19/11/2016;1;1;0;1;1;0;n/d
19/11/2016;2;1;0;1;1;0;n/d
19/11/2016;3;1;0;1;1;0;n/d
19/11/2016;4;1;0;1;1;0;n/d
19/11/2016;5;1;0;0;1;0;n/d
19/11/2016;6;1;0;0;1;0;0
19/11/2016;7;2;0;0;1;0;0
19/11/2016;8;2;0;0;1;0;n/d
19/11/2016;9;2;0;0;1;0;n/d
19/11/2016;10;2;0;0;1;0;n/d
19/11/2016;11;1;0;0;1;0;n/d
19/11/2016;12;2;0;0;1;0;1
19/11/2016;13;2;0;0;1;0;1
19/11/2016;14;2;0;0;1;0;3
19/11/2016;15;2;0;2;1;0;3
19/11/2016;16;2;0;1;1;1;2
19/11/2016;17;1;0;1;1;1;2
19/11/2016;18;1;0;0;1;1;4
19/11/2016;19;2;0;0;1;1;2
19/11/2016;20;1;0;0;1;1;3
19/11/2016;21;1;0;0;1;0;3
19/11/2016;22;1;0;0;1;0;4
19/11/2016;23;2;0;0;1;0;4
19/11/2016;24;2;0;0;1;0;3
20/11/2016;1;2;0;1;1;n/d;0
20/11/2016;2;2;0;1;1;n/d;0
20/11/2016;3;2;0;1;1;n/d;1
20/11/2016;4;2;0;1;1;n/d;3
20/11/2016;5;2;0;1;1;n/d;3
20/11/2016;6;1;0;0;1;n/d;0
20/11/2016;7;2;0;0;1;n/d;0
20/11/2016;8;2;0;1;1;n/d;0
20/11/2016;9;2;0;1;1;n/d;0
20/11/2016;10;2;0;1;1;n/d;0
20/11/2016;11;1;0;2;1;n/d;0
20/11/2016;12;2;0;2;1;n/d;0
20/11/2016;13;1;0;2;1;n/d;0
20/11/2016;14;2;0;2;1;n/d;0
20/11/2016;15;1;0;2;1;n/d;0
20/11/2016;16;1;0;2;1;n/d;0
20/11/2016;17;1;0;2;2;n/d;1
20/11/2016;18;1;0;2;2;n/d;0
20/11/2016;19;1;0;3;2;n/d;1
20/11/2016;20;1;0;3;2;n/d;1
20/11/2016;21;1;0;3;2;n/d;1
20/11/2016;22;1;0;3;1;n/d;1
20/11/2016;23;1;0;3;1;n/d;2
20/11/2016;24;1;0;3;1;n/d;2
21/11/2016;1;1;0;1;1;0;1
21/11/2016;2;1;0;1;1;0;1
21/11/2016;3;1;0;1;1;0;0
21/11/2016;4;1;0;1;1;0;n/d
21/11/2016;5;1;0;1;1;0;n/d
21/11/2016;6;1;0;1;1;0;n/d
21/11/2016;7;2;0;1;1;0;n/d
21/11/2016;8;2;0;1;1;1;n/d
21/11/2016;9;2;0;1;1;0;n/d
21/11/2016;10;2;0;1;1;0;n/d
21/11/2016;11;2;0;1;1;0;n/d
21/11/2016;12;1;0;1;1;0;0
21/11/2016;13;1;0;2;1;1;0
21/11/2016;14;1;0;2;2;0;0
21/11/2016;15;1;0;2;2;0;0
21/11/2016;16;2;0;2;2;1;1
21/11/2016;17;2;0;2;2;0;1
21/11/2016;18;2;0;1;2;1;2
21/11/2016;19;1;0;1;1;0;2
21/11/2016;20;2;0;2;2;0;2
21/11/2016;21;2;0;2;1;1;1
21/11/2016;22;2;0;2;2;0;2
21/11/2016;23;2;0;2;1;0;3
21/11/2016;24;2;0;2;1;0;4
22/11/2016;1;2;0;1;1;1;0
22/11/2016;2;2;0;1;1;1;0
22/11/2016;3;2;0;0;1;1;n/d
22/11/2016;4;2;0;1;1;1;n/d
22/11/2016;5;2;0;1;1;1;0
22/11/2016;6;2;0;1;1;1;n/d
22/11/2016;7;2;0;0;1;1;n/d
22/11/2016;8;2;1;0;1;1;n/d
22/11/2016;9;2;0;0;1;1;n/d
22/11/2016;10;2;0;n/d;1;1;n/d
22/11/2016;11;2;0;n/d;1;2;n/d
22/11/2016;12;2;0;0;1;1;n/d
22/11/2016;13;2;0;0;1;1;n/d
22/11/2016;14;2;0;1;1;1;n/d
22/11/2016;15;2;0;1;1;1;n/d
22/11/2016;16;2;1;1;1;1;n/d
22/11/2016;17;2;0;1;1;2;n/d
22/11/2016;18;2;0;1;1;2;n/d
22/11/2016;19;2;0;1;1;2;n/d
22/11/2016;20;2;1;1;2;2;n/d
22/11/2016;21;2;0;1;2;2;n/d
22/11/2016;22;2;0;1;2;2;n/d
22/11/2016;23;2;0;0;2;1;n/d
22/11/2016;24;2;0;0;1;1;n/d
23/11/2016;1;2;0;1;1;4;1
23/11/2016;2;2;0;1;1;3;1
23/11/2016;3;2;0;1;1;3;1
23/11/2016;4;2;0;2;1;3;1
23/11/2016;5;2;1;2;1;3;1
23/11/2016;6;2;1;2;1;3;1
23/11/2016;7;2;1;2;1;3;1
23/11/2016;8;1;1;2;1;3;1
23/11/2016;9;2;1;2;1;3;1
23/11/2016;10;2;2;2;1;3;1
23/11/2016;11;2;2;3;2;4;2
23/11/2016;12;2;3;4;2;4;2
23/11/2016;13;2;3;3;2;4;3
23/11/2016;14;2;3;3;2;4;3
23/11/2016;15;2;2;3;3;4;4
23/11/2016;16;2;2;3;3;4;5
23/11/2016;17;2;2;3;3;n/d;4
23/11/2016;18;2;1;3;3;4;3
23/11/2016;19;2;1;3;3;5;2
23/11/2016;20;2;2;3;3;5;2
23/11/2016;21;2;1;3;3;4;3
23/11/2016;22;2;1;3;4;4;3
23/11/2016;23;2;1;3;4;4;3
23/11/2016;24;2;1;3;3;4;3
24/11/2016;1;2;1;2;2;0;2
24/11/2016;2;2;1;2;2;0;2
